hand,wcj,minscore,mindist
30 17 35 7 48 3 33 44 31 52,13,47,3
41 25 45 9 38 0 46 28 24 40,50,40,3
39 28 14 3 33 16 32 9 0 4,18,54,4
52 43 28 50 42 0 5 24 38 37,1,23,2
42 17 19 23 4 16 8 26 10 15,50,51,4
47 29 40 7 17 52 19 14 36 18,20,21,2
52 42 16 34 11 41 15 20 48 27,21,32,3
9 52 41 21 23 24 34 51 20 40,19,37,2
37 0 24 29 27 28 42 3 14 33,25,41,3
48 16 51 25 10 13 4 3 47 36,43,52,3
8 31 12 10 20 21 29 52 52 41,23,23,2
48 47 52 3 23 2 10 20 7 44,13,54,3
41 18 43 23 12 33 16 15 38 8,10,45,2
34 1 3 14 8 10 26 40 33 5,15,53,3
47 52 34 13 52 51 12 9 15 10,43,16,1
12 40 49 11 29 8 43 5 46 28,41,50,4
36 39 21 44 3 49 33 9 50 27,46,47,5
21 10 30 40 48 0 22 52 8 43,35,15,2
12 24 15 33 36 28 49 26 32 9,45,49,3
38 8 9 42 13 14 52 40 41 24,6,25,2
26 10 38 13 50 1 43 0 37 51,8,59,3
52 9 20 12 50 26 4 18 45 38,32,28,2
24 15 13 27 18 40 38 52 44 45,16,39,3
24 0 17 35 36 29 43 37 22 15,21,43,3
52 20 42 1 24 5 28 21 44 29,45,41,3
44 45 52 6 47 0 7 18 38 19,50,31,2
21 24 6 7 42 45 47 15 48 3,34,32,2
44 19 50 36 31 26 47 27 48 1,30,60,3
21 51 13 35 38 7 2 48 33 42,11,60,4
3 40 30 49 41 32 23 14 28 42,45,18,2
40 14 5 49 46 11 47 4 31 17,21,47,3
21 0 26 28 35 6 9 27 32 34,45,2,1
12 20 22 38 39 10 1 15 42 13,14,42,3
5 10 4 52 43 46 16 23 38 33,27,52,3
28 18 52 26 10 23 31 20 22 48,24,40,2
12 14 23 44 49 0 11 30 20 10,18,20,3
8 11 22 40 5 21 42 35 46 48,24,24,2
30 21 43 7 51 45 20 41 5 4,42,57,3
48 35 15 10 17 6 25 24 46 4,8,60,4
52 39 52 2 12 31 20 45 48 15,23,36,3
41 0 24 52 48 23 49 36 18 16,7,26,3
34 7 22 14 13 52 0 16 24 47,18,41,2
52 18 3 4 6 16 34 27 43 19,36,38,3
52 45 37 28 30 11 47 21 24 0,50,2,1
52 29 4 6 26 47 32 25 15 20,23,46,4
47 30 48 33 15 41 11 28 43 19,13,59,3
42 48 39 47 14 32 27 36 24 41,50,35,2
22 50 30 0 34 52 19 51 12 18,17,32,2
13 2 16 47 45 9 12 28 52 7,23,43,3
13 35 44 18 20 30 52 0 16 26,40,28,3
9 39 33 26 29 40 24 52 6 12,4,54,4
10 48 42 37 6 19 46 39 26 0,1,60,3
52 17 3 6 14 42 15 25 39 4,49,30,2
52 52 23 6 38 49 43 3 1 16,0,27,3
46 2 8 23 16 14 20 9 37 52,24,22,2
14 30 49 36 52 42 11 29 23 44,22,24,2
29 3 6 19 48 25 30 4 9 50,2,60,3
36 39 10 46 8 37 35 34 33 52,18,11,1
32 23 46 11 38 8 17 0 48 20,42,60,5
0 20 27 23 9 7 52 41 47 45,2,24,2
52 3 18 40 38 5 42 23 17 4,34,28,2
22 37 16 48 29 14 46 12 21 15,9,34,3
5 39 44 21 32 40 22 30 18 51,43,8,1
52 37 41 26 31 23 47 29 7 43,3,48,4
52 18 26 43 42 34 9 17 10 39,11,38,3
52 3 12 27 51 34 18 11 37 10,41,45,3
31 7 14 44 52 42 52 49 18 5,30,17,2
4 28 11 52 5 23 38 35 39 43,25,42,4
21 9 20 17 52 3 22 33 10 44,40,27,3
48 3 45 49 17 1 23 2 39 5,47,53,3
52 12 45 23 32 30 22 40 4 51,8,51,3
1 9 11 32 31 15 8 33 3 24,28,18,1
20 6 8 7 13 4 52 26 31 0,23,16,2
47 16 52 46 13 48 14 21 27 51,5,23,2
12 17 31 3 49 23 37 39 8 32,1,60,5
52 38 4 31 50 15 17 12 21 40,36,46,4
11 13 14 45 23 32 4 27 26 50,31,60,4
50 44 16 51 36 20 33 49 52 7,12,22,2
2 19 17 36 40 10 0 51 23 52,24,19,2
17 51 1 13 14 19 16 31 27 26,29,21,2
21 23 31 37 32 41 16 8 14 12,25,47,3
16 26 15 25 2 11 10 44 29 40,31,33,3
10 27 9 34 39 30 29 22 12 7,38,36,3
12 25 2 38 8 40 4 13 7 52,31,15,2
33 32 49 52 9 18 28 38 45 10,23,25,2
7 36 33 5 0 49 14 52 12 4,21,44,2
49 7 29 22 46 30 52 2 38 4,36,29,2
29 5 40 51 32 48 22 31 38 11,14,57,2
19 43 20 37 29 31 40 22 39 7,10,60,3
26 43 27 8 34 47 52 35 10 0,45,28,3
38 18 40 16 0 43 13 46 25 17,11,42,3
47 4 44 34 0 16 41 28 42 26,39,15,2
2 25 38 32 41 31 39 16 22 30,19,38,3
28 30 6 9 17 39 15 47 0 29,51,42,3
6 42 27 15 38 33 41 37 3 36,35,38,3
3 51 6 1 26 25 37 9 11 35,13,56,3
52 13 6 39 20 15 29 11 35 17,46,33,3
49 13 28 45 10 47 11 51 23 12,27,54,3
4 24 8 1 44 33 19 23 6 5,15,57,4
31 15 37 10 6 27 24 25 29 36,3,52,3
45 39 3 30 37 40 27 47 20 51,7,24,2
34 49 43 47 1 4 38 45 12 0,40,52,3
24 21 27 22 47 9 32 31 3 26,29,40,2
22 23 7 20 2 35 37 19 15 52,43,37,2
46 44 21 42 7 1 29 3 52 2,10,24,2
35 4 27 52 37 14 39 45 29 17,49,33,3
36 35 33 34 16 51 2 41 25 19,6,13,1
4 48 16 52 15 46 45 37 17 43,1,19,1
48 31 46 18 43 26 30 52 44 42,36,19,2
2 31 34 36 42 29 49 19 28 22,1,60,4
47 52 49 50 43 51 39 19 0 5,13,13,2
1 52 14 19 33 52 40 50 42 9,30,32,3
47 18 32 52 30 1 41 50 39 4,2,32,3
39 49 18 9 50 1 35 21 20 14,42,60,3
52 52 42 5 44 3 21 22 2 27,20,15,1
8 6 36 10 38 30 49 17 24 31,21,34,3
21 39 35 36 51 47 45 3 11 42,18,60,4
19 44 9 28 50 42 31 43 18 24,29,28,3
36 45 6 26 41 52 44 7 24 5,46,26,3
36 45 4 1 3 42 39 49 22 24,8,60,3
13 36 39 1 6 10 4 42 37 20,45,37,3
47 52 26 50 49 34 12 35 27 15,6,39,2
43 39 44 20 42 49 46 40 34 32,3,42,2
1 12 33 2 41 28 10 22 19 20,47,59,2
28 31 24 40 32 2 48 41 49 0,47,50,3
45 51 35 6 52 23 13 22 40 0,5,43,3
18 14 16 10 5 29 44 12 49 31,23,10,1
50 1 23 52 31 37 14 34 2 44,28,26,2
41 30 43 25 38 21 7 29 17 37,27,58,4
27 28 17 9 22 38 16 52 52 14,35,0,0
7 4 52 44 46 40 45 25 42 1,6,22,2
4 50 21 7 34 28 0 37 42 43,20,43,3
29 1 51 24 11 45 20 4 27 52,47,44,3
52 2 13 11 40 36 37 46 25 24,5,26,3
49 26 22 2 52 37 30 28 39 46,43,32,2
2 16 9 24 21 0 25 17 44 20,12,44,3
28 14 37 23 38 8 50 13 40 15,16,57,3
9 3 47 17 23 19 22 44 25 46,40,60,3
2 23 45 8 29 32 14 48 52 47,16,27,3
26 45 13 21 38 18 2 41 24 3,29,45,3
17 0 22 42 44 2 25 52 47 31,34,31,2
43 6 38 41 3 11 18 27 40 22,17,47,3
52 37 19 50 44 46 0 13 28 17,39,4,1
50 9 20 4 38 25 8 28 33 7,34,30,3
52 13 25 8 24 23 30 4 36 40,7,25,3
51 1 47 9 11 52 52 45 8 41,15,13,1
52 46 6 18 49 42 52 31 17 25,36,28,3
50 36 4 16 48 8 24 1 29 42,34,29,2
31 45 13 14 52 18 34 37 15 29,2,32,2
11 10 51 9 5 15 7 30 40 36,34,49,3
9 52 51 1 43 20 52 23 35 8,10,28,3
3 42 47 44 18 19 52 17 36 34,16,0,0
38 42 12 2 26 19 25 31 48 28,13,30,3
30 36 0 49 19 24 48 35 50 3,42,26,3
2 42 17 52 24 20 12 6 47 35,38,47,4
45 25 28 23 16 13 43 11 19 5,35,60,4
23 7 47 52 24 35 18 51 28 14,11,53,4
17 31 36 42 8 45 28 25 6 52,29,45,3
20 10 52 31 30 21 34 3 41 7,29,27,2
38 14 26 13 41 43 18 40 1 27,45,19,2
18 52 1 13 42 35 25 7 30 12,11,42,4
43 1 14 22 41 2 26 20 34 9,4,35,3
9 18 12 11 24 42 43 8 7 14,21,40,3
52 9 41 2 20 24 48 52 4 23,45,23,2
30 46 2 31 49 48 3 39 33 24,27,60,3
20 15 22 37 0 24 32 34 52 49,51,53,3
51 20 27 45 41 10 43 2 11 42,19,26,3
21 15 17 30 10 27 23 52 19 33,48,46,3
39 27 35 5 25 33 11 9 4 0,16,60,4
4 16 15 36 38 11 50 13 0 33,23,38,3
26 2 15 51 22 10 32 29 23 45,1,60,4
51 44 15 22 26 19 32 13 11 20,12,33,3
27 8 10 5 36 17 38 23 22 18,28,53,3
28 29 19 15 13 35 52 8 2 52,40,25,3
25 52 3 43 29 51 16 26 38 37,40,18,2
3 8 44 7 39 2 10 26 27 19,46,31,3
28 8 22 47 33 3 51 1 52 34,19,33,3
29 40 12 42 44 5 20 1 34 26,31,24,2
52 7 31 5 33 12 9 25 30 28,49,50,2
6 2 50 16 9 22 29 46 20 38,21,60,4
36 37 35 9 17 19 49 23 28 24,26,58,3
30 18 6 33 13 38 48 4 12 52,29,48,3
1 52 15 35 31 50 14 27 21 4,23,47,4
22 35 2 48 20 21 14 9 38 26,15,3,1
13 7 2 49 24 52 6 12 22 32,21,51,3
10 30 7 20 49 52 38 5 51 41,11,55,3
51 48 39 6 0 37 32 12 40 3,50,27,2
41 44 15 19 29 38 21 8 40 5,18,26,3
23 19 35 7 48 20 25 39 18 52,17,31,2
52 3 7 49 46 1 52 36 18 34,25,25,2
8 22 27 1 31 6 46 47 52 4,42,46,3
12 50 47 25 30 32 52 52 48 43,22,20,1
37 41 0 16 4 5 6 18 48 52,12,26,3
37 48 36 13 25 34 11 32 23 17,43,50,3
22 11 14 2 25 28 12 51 36 31,24,30,3
12 14 49 15 27 19 33 31 4 41,1,34,3
52 0 2 40 11 37 43 44 48 17,4,16,2
19 12 0 36 20 10 32 5 8 3,51,49,3
39 40 43 16 18 2 48 52 25 6,19,30,3
8 23 27 33 17 39 19 49 46 12,45,49,4
52 41 4 47 1 24 39 17 20 34,38,40,3
17 3 52 13 38 22 11 40 15 20,42,25,3
19 28 20 29 43 52 26 5 52 2,17,11,1
22 14 34 19 30 28 21 31 8 18,13,45,2
31 34 48 52 1 17 0 12 23 39,30,22,2
35 50 8 18 52 20 33 10 16 29,17,55,3
28 2 36 25 52 22 0 5 1 33,38,21,2
8 36 32 37 44 49 2 9 52 33,12,58,3
29 38 30 32 52 10 14 47 35 11,23,42,3
18 2 15 49 41 11 17 14 47 52,20,26,2
13 42 29 46 15 26 51 52 7 4,43,18,2
44 17 19 12 41 49 27 36 47 18,25,24,2
7 41 19 27 20 26 2 45 11 49,8,60,4
46 34 40 28 25 8 48 5 35 52,6,53,3
0 38 22 6 9 46 13 20 24 51,25,22,2
52 31 47 27 0 44 52 13 21 25,10,17,2
46 4 11 34 18 27 17 15 39 45,48,60,4
46 28 11 20 26 41 7 8 24 3,38,45,3
32 52 42 26 33 49 31 1 14 44,36,2,1
36 17 34 3 35 23 20 15 14 19,22,42,2
52 52 43 5 29 51 18 22 6 24,42,23,2
30 19 12 3 49 2 21 1 23 36,32,16,2
52 8 38 52 16 19 24 14 12 50,22,26,2
52 42 46 23 40 39 6 20 13 34,1,33,3
19 28 26 16 0 25 31 50 15 11,14,60,4
16 34 17 21 49 20 40 25 5 31,2,60,4
52 52 17 49 37 44 26 35 40 7,16,37,4
52 26 49 35 50 52 20 30 46 23,21,28,3
42 47 52 28 8 2 37 52 4 19,10,27,3
47 13 20 46 18 17 29 41 37 12,44,46,4
12 23 52 45 34 44 48 29 19 43,13,53,4
14 50 34 40 44 48 27 2 26 51,49,53,3
35 49 38 20 43 27 10 13 7 51,18,60,4
26 8 1 7 31 30 4 11 44 36,5,25,3
19 7 25 16 3 10 41 48 49 15,22,45,3
43 52 22 8 18 9 40 47 48 11,42,26,2
3 28 46 6 39 32 13 48 44 24,5,39,3
26 33 46 42 1 5 25 2 21 48,27,47,4
42 46 51 1 35 14 43 23 12 26,30,42,4
21 4 47 22 1 52 44 26 40 16,30,24,2
13 41 3 0 51 42 23 18 24 14,43,58,4
25 12 11 9 49 28 29 23 27 32,35,38,2
24 51 0 42 18 36 3 40 34 14,45,60,4
52 39 23 13 0 7 49 35 22 9,34,9,1
11 44 23 33 3 21 1 15 10 26,25,60,4
40 17 6 9 13 11 38 16 45 28,18,60,4
18 9 20 36 31 42 15 52 32 4,41,31,3
47 10 16 7 41 45 13 15 9 12,48,42,2
52 48 5 7 37 52 11 26 0 32,45,10,1
28 4 18 23 36 44 8 26 17 5,1,48,3
52 35 23 46 3 25 0 16 20 36,7,2,1
52 12 20 21 36 32 42 14 47 37,44,55,4
52 40 4 13 24 47 1 49 3 52,48,15,2
28 35 6 39 31 45 25 24 29 0,36,60,3
52 13 1 52 50 11 41 0 51 24,5,7,1
29 50 35 13 40 25 28 47 16 15,7,60,4
19 41 29 18 35 13 4 44 38 25,1,60,4
52 16 1 8 26 12 5 27 24 29,44,25,2
45 8 52 13 41 18 2 20 16 9,19,15,2
46 15 19 18 24 51 13 37 5 34,44,37,3
30 52 26 28 24 4 6 20 13 16,43,21,2
41 47 7 42 29 35 2 20 45 36,13,60,4
23 11 15 24 32 3 14 47 35 4,16,51,3
20 29 44 34 35 7 25 48 16 0,31,50,3
8 0 49 22 15 27 35 2 23 11,39,51,3
40 9 37 46 49 48 23 42 16 35,10,22,2
52 52 28 18 48 14 49 31 35 0,26,17,2
48 36 40 7 12 52 26 9 46 30,49,21,3
2 38 8 25 26 21 14 15 41 49,17,55,3
34 3 52 7 42 1 27 5 2 36,31,17,2
22 34 13 41 11 5 43 40 24 7,35,41,2
52 44 20 29 32 51 23 37 9 35,30,59,4
6 12 41 16 31 10 0 13 46 23,40,60,4
38 11 18 36 14 39 29 40 35 19,6,30,3
17 52 1 27 21 48 50 41 34 52,18,16,2
15 52 26 52 40 1 49 47 7 35,10,25,3
10 12 22 28 51 48 16 39 50 43,46,60,4
26 46 7 27 30 29 13 42 6 37,0,23,2
52 2 34 15 28 23 8 43 27 6,19,19,2
13 25 6 34 27 46 16 24 4 2,26,45,4
33 23 14 52 17 30 29 46 20 34,40,25,2
13 34 33 12 39 3 31 27 52 36,20,25,3
47 11 8 26 1 52 30 45 48 6,46,39,3
1 43 14 35 10 38 11 49 40 4,46,60,3
23 38 51 16 36 18 47 21 26 4,28,60,4
12 46 52 18 41 14 42 37 47 5,8,32,3
25 23 48 36 44 11 40 17 16 41,24,45,3
41 47 25 11 22 14 18 52 28 21,43,48,3
49 45 41 28 23 43 2 50 6 20,44,60,3
50 47 16 24 42 46 5 51 41 22,20,51,3
25 35 19 20 16 52 40 33 26 34,49,20,3
13 7 0 39 50 8 47 33 11 10,3,60,2
5 40 8 31 18 12 32 11 13 6,46,51,3
52 42 50 26 36 19 0 33 11 27,13,16,2
19 12 27 52 22 3 43 52 28 2,1,20,2
3 47 52 17 11 34 36 33 40 6,44,42,4
5 40 52 15 20 10 37 3 31 30,18,37,4
23 17 33 35 31 26 44 51 2 19,16,60,4
42 50 52 14 31 39 36 13 21 52,22,39,3
35 46 15 52 51 49 44 33 29 28,19,48,3
32 16 33 52 48 22 27 10 37 21,31,55,4
52 43 16 13 23 35 51 27 33 37,28,45,4
40 51 23 27 25 9 26 30 35 10,42,60,4
3 44 38 52 39 20 48 22 47 18,49,50,3
3 1 17 47 48 42 21 34 5 49,15,46,3
52 43 50 42 4 0 25 33 1 47,10,49,3
50 14 31 32 40 13 29 36 42 48,2,60,3
18 20 3 22 15 43 42 7 1 48,46,19,2
40 20 6 0 44 26 43 13 45 23,12,30,2
44 37 3 49 15 52 13 4 52 29,21,32,3
2 5 47 48 24 14 25 38 52 7,49,53,3
51 2 24 3 37 13 1 4 46 44,8,48,2
25 40 35 29 49 26 12 5 16 52,20,42,4
38 32 44 49 20 33 40 15 10 35,8,60,4
5 12 22 24 7 30 23 15 46 21,33,17,2
48 3 42 4 33 21 11 25 16 39,30,51,4
52 52 6 32 13 0 25 2 4 11,1,22,2
52 52 18 6 10 34 0 51 33 22,13,35,3
4 13 24 16 46 52 52 5 31 15,38,25,2
52 3 9 48 5 52 2 11 18 34,35,10,1
20 33 49 18 38 8 27 19 32 48,36,33,2
4 28 43 50 40 22 51 17 5 46,48,23,3
29 51 28 33 18 40 0 15 38 52,8,34,3
0 33 26 23 43 19 1 46 20 13,15,27,3
5 26 24 45 27 13 49 32 36 12,44,43,3
52 20 37 44 31 23 38 15 36 19,47,28,2
11 24 15 36 13 44 28 38 26 20,7,39,2
21 52 39 3 7 27 25 37 44 9,43,47,5
36 52 43 49 20 52 21 7 47 0,27,26,2
8 3 21 41 7 31 12 38 49 32,15,59,3
2 43 39 52 31 6 44 9 11 50,26,28,2
40 3 48 24 27 52 37 36 42 5,45,43,3
52 27 21 49 30 7 4 16 47 1,40,21,2
6 0 46 42 36 8 47 5 27 2,12,60,3
27 20 19 22 10 7 11 46 48 25,23,31,3
10 11 20 51 52 29 13 28 43 5,3,38,4
32 4 16 14 49 39 18 22 27 21,47,42,4
49 12 43 9 41 45 34 52 16 35,21,29,3
28 22 10 44 41 18 5 37 42 4,33,49,4
25 31 18 21 37 42 17 9 4 8,33,60,4
52 20 27 0 39 42 3 46 25 34,18,37,3
24 27 25 7 28 37 48 46 1 52,22,20,2
18 34 0 45 41 10 33 25 1 6,21,45,4
7 30 48 20 17 16 50 49 34 46,14,27,2
52 45 22 31 23 7 4 33 15 48,40,53,3
42 49 41 40 10 45 36 37 48 15,6,24,2
16 12 41 23 4 7 6 37 25 39,44,60,3
27 23 52 14 41 11 15 0 17 21,37,9,2
52 31 49 42 20 43 8 3 23 44,40,31,3
52 28 33 3 48 10 18 20 11 44,6,51,3
7 35 14 52 1 3 47 23 33 20,49,21,2
52 6 20 40 27 47 33 32 0 15,21,12,2
35 31 52 23 3 0 24 12 50 30,7,50,3
50 49 17 40 35 51 6 47 44 43,13,50,3
1 52 39 17 44 8 43 12 42 52,50,18,2
26 11 21 33 49 27 7 19 51 37,9,60,4
2 37 30 41 36 6 43 47 21 9,33,60,4
14 44 10 29 47 33 48 5 50 15,11,45,3
38 15 13 4 32 41 30 24 23 2,14,52,3
22 46 52 5 2 48 47 36 31 14,38,27,3
52 4 44 31 41 6 50 29 35 46,5,28,3
48 2 16 8 35 29 4 12 19 50,15,54,4
23 37 48 25 2 18 0 51 50 49,8,43,2
18 52 39 22 52 1 43 51 37 42,45,30,3
34 9 50 27 52 16 42 14 26 17,2,40,3
18 27 20 52 28 21 23 29 42 40,3,3,1
13 16 9 15 3 35 30 22 40 21,18,35,3
45 4 14 34 37 20 28 15 40 33,48,60,4
24 32 10 21 22 44 41 39 13 27,8,36,3
18 49 52 33 16 45 37 5 3 36,46,28,2
25 4 34 10 30 46 36 32 2 42,45,50,4
14 20 48 12 40 35 52 6 32 13,30,43,3
52 47 34 39 22 50 35 52 19 37,46,30,2
24 39 40 1 32 15 12 4 21 41,31,51,3
35 28 38 41 40 8 52 9 51 46,39,50,3
41 20 49 4 29 22 52 27 36 34,2,24,2
40 47 31 24 41 11 28 19 30 37,45,17,1
33 20 35 50 41 51 11 17 7 16,46,21,1
52 3 40 6 2 5 13 39 23 31,46,24,3
44 25 46 4 17 34 52 9 38 18,30,27,2
35 26 7 2 44 20 8 14 42 6,49,40,4
24 30 1 34 38 31 52 20 33 27,5,28,3
32 4 10 2 21 6 52 35 29 17,26,51,4
33 36 30 46 32 39 2 47 52 24,51,45,3
24 38 30 52 37 32 36 4 29 52,5,16,1
5 10 32 14 12 42 31 52 22 20,43,49,3
36 20 9 28 31 23 50 18 48 52,30,57,3
48 0 31 52 2 49 43 11 38 46,47,39,3
26 51 6 22 13 41 11 52 48 1,32,27,2
13 9 3 41 48 35 29 46 43 44,10,38,2
32 22 31 1 33 39 34 4 40 50,18,28,2
52 28 43 12 25 29 23 49 8 18,45,52,3
41 15 18 16 51 47 10 45 30 29,37,60,3
21 17 28 8 20 29 47 13 2 38,31,40,3
52 44 35 29 26 24 5 13 4 6,2,32,3
19 52 41 52 17 1 18 27 20 0,24,6,1
37 6 35 8 12 10 45 42 29 46,43,60,4
5 12 16 47 52 50 0 33 49 52,21,21,2
17 27 23 21 42 11 4 25 22 46,7,28,3
34 26 33 36 18 24 8 29 52 42,45,39,3
22 36 25 52 23 46 33 3 44 16,35,27,2
23 0 6 13 4 5 21 1 36 30,31,37,3
51 16 17 31 18 23 43 15 19 40,9,36,3
26 7 15 52 38 24 28 27 6 21,0,24,2
34 51 44 16 6 15 13 48 21 40,49,60,3
36 48 24 15 28 5 45 43 40 10,18,45,3
36 20 42 41 5 15 26 49 47 43,3,42,4
52 44 16 7 0 23 43 21 19 9,25,47,3
36 38 8 17 30 20 9 16 49 29,50,60,4
19 37 1 43 30 13 39 21 25 7,4,24,3
3 30 31 11 21 35 18 52 25 33,41,52,3
51 39 8 43 52 52 0 22 48 25,12,6,1
34 31 20 5 19 1 14 22 25 37,35,50,3
52 21 40 36 1 41 52 13 50 19,44,25,3
3 30 34 52 35 16 9 7 20 19,0,52,3
16 36 1 11 2 10 31 52 37 26,4,41,3
19 13 49 36 11 16 0 29 22 31,51,60,4
1 49 40 6 15 38 50 0 22 25,3,60,4
33 19 4 23 36 7 21 30 50 15,8,52,3
34 1 11 9 36 48 46 27 6 52,30,53,3
49 37 52 52 33 12 32 20 52 44,9,35,3
22 11 0 45 34 46 5 21 10 28,18,53,3
18 31 34 46 37 50 2 48 11 5,19,33,2
42 52 52 17 28 10 50 18 45 51,35,27,2
13 25 44 18 43 30 19 7 29 26,50,60,4
8 31 33 18 27 28 24 41 46 6,1,50,3
38 52 47 41 35 44 11 13 23 24,0,51,3
32 40 31 22 10 17 49 24 23 52,46,24,2
51 52 40 18 26 9 5 52 7 42,10,20,2
50 11 39 6 30 23 31 13 46 27,9,60,4
47 23 25 18 19 27 8 52 43 52,9,24,2
43 52 35 36 16 2 13 4 20 46,31,41,3
7 3 38 1 15 13 23 52 28 9,30,38,3
27 24 2 19 41 15 23 30 37 33,39,56,3
28 51 38 14 52 39 18 29 49 43,19,37,4
21 30 1 23 17 49 24 22 26 32,47,21,3
38 52 49 6 41 50 36 21 35 16,9,27,3
15 35 24 52 8 6 48 44 0 37,51,51,3
41 43 23 52 26 21 52 20 44 33,37,11,1
51 27 52 17 47 20 31 23 11 4,13,59,4
47 15 18 27 20 23 9 36 48 26,6,60,4
47 27 35 18 43 46 15 48 52 1,25,27,2
2 4 51 39 50 49 33 36 38 46,25,22,2
29 4 25 21 2 43 26 32 16 38,41,42,3
35 0 40 33 52 25 17 23 11 5,47,47,4
7 3 25 45 31 18 21 38 5 40,2,55,4
21 18 28 29 11 3 1 42 36 45,27,49,3
19 14 21 16 1 42 3 23 8 50,51,54,3
16 0 48 3 50 15 13 20 31 19,26,21,2
49 12 51 15 50 17 2 42 52 40,47,22,2
44 21 9 11 22 7 35 17 16 1,18,32,3
41 33 23 28 8 32 11 48 17 7,15,36,3
52 9 47 20 30 6 1 46 16 2,12,45,3
22 28 52 14 45 3 50 48 34 11,4,50,4
2 43 52 45 52 49 31 37 51 9,38,31,3
37 0 29 52 25 23 45 30 4 3,16,20,2
20 52 37 14 52 52 33 38 1 6,44,8,1
2 23 4 5 43 12 40 26 20 28,27,41,3
20 32 18 52 48 1 50 2 5 26,3,40,3
3 39 44 41 33 16 9 21 49 46,20,37,3
15 37 45 30 34 36 22 4 38 40,7,47,4
19 46 15 28 24 30 25 51 39 44,38,24,3
5 25 41 11 45 47 48 52 51 22,29,51,3
27 3 50 5 32 52 35 1 40 4,44,21,1
35 44 29 36 38 22 5 20 25 52,11,48,2
26 29 40 46 4 19 47 24 6 12,2,60,4
30 44 19 20 35 51 42 6 2 16,26,60,5
21 38 14 13 5 2 0 20 52 37,39,14,1
33 41 50 27 46 44 31 45 28 10,43,47,3
17 14 4 50 52 34 8 33 46 22,49,53,3
25 19 17 5 48 13 35 46 6 51,21,60,4
19 21 52 20 39 29 7 3 25 47,26,28,2
10 31 18 27 41 52 47 26 36 2,45,37,3
44 45 10 27 41 0 9 35 52 51,16,44,3
29 45 16 43 37 48 17 51 20 52,3,25,2
25 27 0 1 20 19 30 8 31 52,28,41,3
1 18 5 16 22 19 37 10 8 50,28,60,3
23 31 48 18 3 24 44 15 9 30,12,55,3
36 12 33 30 26 25 45 8 38 7,46,26,3
52 15 45 44 42 49 22 40 28 10,32,21,2
37 40 34 0 52 4 5 21 7 30,36,41,3
7 24 43 52 5 45 36 8 13 50,37,12,1
37 1 14 46 22 38 50 42 21 8,11,34,3
6 18 49 52 35 5 38 47 25 16,3,32,2
14 33 24 29 47 7 18 37 19 32,11,25,2
1 32 9 17 46 18 22 25 36 50,44,56,5
27 13 23 29 24 15 22 35 48 42,32,39,3
2 34 39 49 51 19 52 37 48 50,38,14,2
29 41 40 39 1 23 13 25 2 37,33,44,3
5 28 17 30 50 29 10 31 44 52,7,26,2
49 0 48 46 31 43 2 47 14 32,9,30,2
29 7 21 28 33 25 8 38 43 50,40,60,4
52 13 14 44 36 52 11 34 23 27,3,29,3
5 33 49 44 40 21 41 20 2 15,48,55,3
12 48 22 11 26 3 10 5 16 24,2,49,3
17 52 33 15 4 52 26 51 31 8,39,24,2
19 0 10 48 41 52 25 11 3 36,18,49,4
44 52 31 5 52 38 30 47 16 29,49,22,2
36 10 30 33 26 39 52 17 52 24,8,23,2
30 49 1 2 50 35 52 4 45 41,0,41,3
14 32 19 16 31 3 6 21 9 23,43,50,3
21 52 14 30 1 32 49 29 7 10,31,44,2
7 20 42 6 38 47 28 48 14 50,32,40,3
52 2 38 14 15 5 51 50 52 24,30,18,2
13 8 27 4 20 34 21 23 38 5,6,47,3
18 10 33 42 3 44 0 50 46 1,32,60,3
14 18 32 23 6 11 35 38 37 17,1,49,2
4 29 15 30 1 27 6 50 47 52,11,17,2
37 0 34 17 13 1 41 20 24 52,2,27,2
1 5 38 31 28 39 45 16 2 33,37,59,4
50 38 6 26 32 35 29 49 51 4,42,28,2
50 31 10 19 27 2 40 29 12 45,15,44,3
30 29 50 23 2 27 40 17 15 46,47,60,4
51 20 22 13 38 33 16 30 1 24,25,16,2
46 21 36 0 17 31 25 47 23 48,37,55,4
10 12 6 3 5 1 19 28 52 38,2,21,2
5 40 1 17 41 35 21 38 2 42,51,33,3
22 33 10 18 24 39 3 46 6 45,26,56,3
27 13 38 14 24 52 34 6 37 52,9,23,2
19 11 14 13 35 29 30 31 43 6,21,47,3
52 30 9 21 16 20 5 13 37 22,14,40,3
52 14 52 34 50 51 23 0 10 37,18,25,2
42 33 32 36 17 19 46 8 43 52,39,53,3
9 19 26 35 25 18 52 37 8 20,22,22,2
1 19 7 44 15 46 33 26 30 28,34,34,4
1 37 17 29 52 50 30 20 36 21,9,49,3
31 46 47 26 9 7 28 52 30 6,27,38,2
44 7 52 0 2 45 31 30 43 1,38,9,1
1 47 36 3 9 15 30 31 50 38,42,50,3
22 16 45 10 46 38 40 25 1 24,9,48,3
20 8 0 22 46 52 13 45 37 44,28,24,2
23 24 6 45 7 49 26 22 43 37,14,53,3
5 41 2 33 12 29 36 14 11 37,31,45,3
8 36 31 30 43 32 49 9 23 52,24,6,1
42 17 36 46 3 52 28 15 32 47,1,42,3
8 27 41 51 52 18 42 22 9 17,23,45,3
52 18 48 40 10 33 16 3 8 25,34,47,4
