"","X","Strategy.1","Strategy.2","P1.Score","P2.Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"5503",5503,"Mindist+Opp","MCTS-50",0,30,0,1177,922,2,2
"2879",2879,"MCTS-50","Mindist+Opp",17,0,1,921,1178,1,2
"3346",3346,"Mindist+Opp","MCTS-10",0,33,0,1181,982,3,2
"3286",3286,"Mindist+Opp","MCTS-10",0,44,0,1185,978,4,2
"3240",3240,"Mindist+Opp","MCTS-10",0,40,0,1188,975,3,2
"5215",5215,"Mindist+Opp","MCTS-50",0,17,0,1189,920,1,2
"191",191,"MCTS-10","Mindist+Opp",58,0,1,971,1193,4,2
"2891",2891,"MCTS-50","Mindist+Opp",18,0,1,919,1194,1,2
"4790",4790,"Mindist+Opp","MCTS-25",15,0,1,1190,912,4,8
"3615",3615,"Mindist+Opp","MCTS-10",0,47,0,1193,968,3,2
"2218",2218,"MCTS-50","Mindist+Opp",60,0,1,916,1196,3,2
"2115",2115,"MCTS-50","Mindist+Opp",11,0,1,915,1197,1,2
"5380",5380,"Mindist+Opp","MCTS-50",0,6,0,1197,915,0,2
"5599",5599,"Mindist+Opp","MCTS-50",0,18,0,1198,914,1,2
"5956",5956,"Mindist+Opp","MCTS-50",0,25,0,1199,913,1,2
"4130",4130,"Mindist+Opp","MCTS-25",0,50,0,1202,909,3,2
"3727",3727,"Mindist+Opp","MCTS-10",0,33,0,1204,966,2,2
"2552",2552,"MCTS-50","Mindist+Opp",0,11,0,916,1201,3,8
"2610",2610,"MCTS-50","Mindist+Opp",4,0,1,916,1201,0,2
"5701",5701,"Mindist+Opp","MCTS-50",6,0,1,1199,918,2,8
"166",166,"MCTS-10","Mindist+Opp",0,42,0,977,1188,11,8
"2012",2012,"MCTS-50","Mindist+Opp",0,4,0,919,1187,1,8
"3177",3177,"Mindist+Opp","MCTS-10",0,3,0,1187,977,0,2
"1630",1630,"MCTS-25","Mindist+Opp",43,0,1,907,1189,2,2
"2007",2007,"MCTS-50","Mindist+Opp",19,0,1,918,1190,1,2
"936",936,"MCTS-10","Mindist+Opp",5,0,1,977,1190,0,2
"350",350,"MCTS-10","Mindist+Opp",19,0,1,976,1191,1,2
"3761",3761,"Mindist+Opp","MCTS-10",0,43,0,1194,973,3,2
"5151",5151,"Mindist+Opp","MCTS-50",0,19,0,1195,917,1,2
"547",547,"MCTS-10","Mindist+Opp",39,0,1,970,1198,3,2
"2556",2556,"MCTS-50","Mindist+Opp",0,23,0,923,1192,6,8
"491",491,"MCTS-10","Mindist+Opp",28,0,1,968,1194,2,2
"2663",2663,"MCTS-50","Mindist+Opp",11,0,1,922,1195,1,2
"2628",2628,"MCTS-50","Mindist+Opp",55,0,1,919,1198,3,2
"2609",2609,"MCTS-50","Mindist+Opp",0,55,0,934,1183,15,8
"11",11,"MCTS-10","Mindist+Opp",0,5,0,969,1182,1,8
"5269",5269,"Mindist+Opp","MCTS-50",0,2,0,1182,934,0,2
"2020",2020,"MCTS-50","Mindist+Opp",31,0,1,932,1184,2,2
"3663",3663,"Mindist+Opp","MCTS-10",0,4,0,1184,969,0,2
"2759",2759,"MCTS-50","Mindist+Opp",16,0,1,931,1185,1,2
"5477",5477,"Mindist+Opp","MCTS-50",0,15,0,1186,930,1,2
"3894",3894,"Mindist+Opp","MCTS-10",0,17,0,1187,968,1,2
"19",19,"MCTS-10","Mindist+Opp",0,22,0,974,1181,6,8
"3535",3535,"Mindist+Opp","MCTS-10",0,9,0,1182,973,1,2
"4826",4826,"Mindist+Opp","MCTS-25",0,60,0,1185,904,3,2
"2665",2665,"MCTS-50","Mindist+Opp",0,43,0,942,1173,12,8
"1831",1831,"MCTS-25","Mindist+Opp",0,13,0,908,1169,4,8
"784",784,"MCTS-10","Mindist+Opp",0,17,0,977,1165,4,8
"3948",3948,"Mindist+Opp","MCTS-10",0,49,0,1169,973,4,3
"2968",2968,"MCTS-50","Mindist+Opp",16,0,1,941,1170,1,2
"3349",3349,"Mindist+Opp","MCTS-10",0,31,0,1173,970,3,2
"4331",4331,"Mindist+Opp","MCTS-25",0,18,0,1174,907,1,2
"793",793,"MCTS-10","Mindist+Opp",41,0,1,967,1177,3,2
"4765",4765,"Mindist+Opp","MCTS-25",0,19,0,1178,906,1,2
"5949",5949,"Mindist+Opp","MCTS-50",19,0,1,1173,946,5,8
"2535",2535,"MCTS-50","Mindist+Opp",46,0,1,943,1176,3,2
"1144",1144,"MCTS-25","Mindist+Opp",18,0,1,905,1177,1,2
"4991",4991,"Mindist+Opp","MCTS-25",0,54,0,1180,902,3,2
"199",199,"MCTS-10","Mindist+Opp",0,17,0,971,1176,4,8
"3270",3270,"Mindist+Opp","MCTS-10",0,56,0,1180,967,4,2
"865",865,"MCTS-10","Mindist+Opp",15,0,1,966,1181,1,2
"4710",4710,"Mindist+Opp","MCTS-25",0,42,0,1183,900,2,2
"5663",5663,"Mindist+Opp","MCTS-50",0,2,0,1183,943,0,2
"2030",2030,"MCTS-50","Mindist+Opp",16,0,1,942,1184,1,2
"3224",3224,"Mindist+Opp","MCTS-10",0,41,0,1187,963,3,2
"2964",2964,"MCTS-50","Mindist+Opp",0,28,0,950,1179,8,8
"3968",3968,"Mindist+Opp","MCTS-10",10,0,1,1176,966,3,8
"3526",3526,"Mindist+Opp","MCTS-10",0,22,0,1178,964,2,2
"930",930,"MCTS-10","Mindist+Opp",53,0,1,960,1182,4,2
"5492",5492,"Mindist+Opp","MCTS-50",0,37,0,1185,947,3,2
"618",618,"MCTS-10","Mindist+Opp",0,24,0,966,1179,6,8
"1309",1309,"MCTS-25","Mindist+Opp",2,0,1,900,1179,0,2
"535",535,"MCTS-10","Mindist+Opp",50,0,1,962,1183,4,2
"3471",3471,"Mindist+Opp","MCTS-10",0,16,0,1184,961,1,2
"3736",3736,"Mindist+Opp","MCTS-10",0,31,0,1186,959,2,2
"5121",5121,"Mindist+Opp","MCTS-50",22,0,1,1180,953,6,8
"4705",4705,"Mindist+Opp","MCTS-25",17,0,1,1175,905,5,8
"241",241,"MCTS-10","Mindist+Opp",0,28,0,966,1168,7,8
"5076",5076,"Mindist+Opp","MCTS-50",0,57,0,1172,949,4,2
"2611",2611,"MCTS-50","Mindist+Opp",29,0,1,947,1174,2,2
"1791",1791,"MCTS-25","Mindist+Opp",0,20,0,910,1169,5,8
"5883",5883,"Mindist+Opp","MCTS-50",0,23,0,1171,945,2,2
"5582",5582,"Mindist+Opp","MCTS-50",0,47,0,1174,942,3,2
"5729",5729,"Mindist+Opp","MCTS-50",24,0,1,1168,948,6,8
"4949",4949,"Mindist+Opp","MCTS-25",0,37,0,1170,908,2,2
"3705",3705,"Mindist+Opp","MCTS-10",25,0,1,1164,972,6,8
"4657",4657,"Mindist+Opp","MCTS-25",0,16,0,1165,907,1,2
"4015",4015,"Mindist+Opp","MCTS-25",14,0,1,1161,911,4,8
"998",998,"MCTS-10","Mindist+Opp",30,0,1,969,1164,3,3
"4297",4297,"Mindist+Opp","MCTS-25",0,12,0,1165,910,1,2
"3937",3937,"Mindist+Opp","MCTS-10",15,0,1,1161,973,4,8
"4223",4223,"Mindist+Opp","MCTS-25",0,49,0,1164,907,3,2
"5539",5539,"Mindist+Opp","MCTS-50",0,8,0,1165,947,1,2
"2438",2438,"MCTS-50","Mindist+Opp",0,22,0,953,1159,6,8
"576",576,"MCTS-10","Mindist+Opp",0,13,0,976,1156,3,7
"3730",3730,"Mindist+Opp","MCTS-10",0,8,0,1157,975,1,3
"4121",4121,"Mindist+Opp","MCTS-25",16,0,1,1153,911,4,8
"633",633,"MCTS-10","Mindist+Opp",45,0,1,971,1157,4,3
"3413",3413,"Mindist+Opp","MCTS-10",0,2,0,1157,971,0,3
"3734",3734,"Mindist+Opp","MCTS-10",51,0,1,1144,984,13,7
"3729",3729,"Mindist+Opp","MCTS-10",47,0,1,1133,995,11,7
"638",638,"MCTS-10","Mindist+Opp",17,0,1,993,1135,2,3
"786",786,"MCTS-10","Mindist+Opp",34,0,1,990,1138,3,3
"3586",3586,"Mindist+Opp","MCTS-10",0,22,0,1140,988,2,3
"4053",4053,"Mindist+Opp","MCTS-25",57,0,1,1125,926,15,8
"4926",4926,"Mindist+Opp","MCTS-25",6,0,1,1123,928,2,8
"2974",2974,"MCTS-50","Mindist+Opp",33,0,1,950,1126,3,3
"570",570,"MCTS-10","Mindist+Opp",25,0,1,985,1129,3,3
"2183",2183,"MCTS-50","Mindist+Opp",32,0,1,947,1132,3,3
"5569",5569,"Mindist+Opp","MCTS-50",13,0,1,1129,950,3,7
"4069",4069,"Mindist+Opp","MCTS-25",0,48,0,1133,924,4,2
"4884",4884,"Mindist+Opp","MCTS-25",0,39,0,1136,921,3,2
"4299",4299,"Mindist+Opp","MCTS-25",7,0,1,1134,923,2,8
"3232",3232,"Mindist+Opp","MCTS-10",0,15,0,1135,984,1,3
"3406",3406,"Mindist+Opp","MCTS-10",0,39,0,1139,980,4,3
"790",790,"MCTS-10","Mindist+Opp",23,0,1,978,1141,2,3
"2272",2272,"MCTS-50","Mindist+Opp",13,0,1,949,1142,1,2
"206",206,"MCTS-10","Mindist+Opp",20,0,1,976,1144,2,3
"3886",3886,"Mindist+Opp","MCTS-10",0,13,0,1145,975,1,3
"1216",1216,"MCTS-25","Mindist+Opp",0,50,0,936,1132,13,8
"4743",4743,"Mindist+Opp","MCTS-25",0,52,0,1136,932,4,2
"2637",2637,"MCTS-50","Mindist+Opp",55,0,1,944,1141,5,3
"1095",1095,"MCTS-25","Mindist+Opp",0,60,0,947,1126,15,8
"5357",5357,"Mindist+Opp","MCTS-50",0,14,0,1127,943,1,3
"4929",4929,"Mindist+Opp","MCTS-25",0,26,0,1129,945,2,3
"286",286,"MCTS-10","Mindist+Opp",19,0,1,973,1131,2,3
"5939",5939,"Mindist+Opp","MCTS-50",0,30,0,1134,940,3,3
"5263",5263,"Mindist+Opp","MCTS-50",0,14,0,1135,939,1,2
"5110",5110,"Mindist+Opp","MCTS-50",0,34,0,1138,936,3,2
"1811",1811,"MCTS-25","Mindist+Opp",0,25,0,951,1132,6,8
"2624",2624,"MCTS-50","Mindist+Opp",0,22,0,942,1126,6,8
"5635",5635,"Mindist+Opp","MCTS-50",0,60,0,1131,937,5,3
"600",600,"MCTS-10","Mindist+Opp",0,7,0,975,1129,2,7
"625",625,"MCTS-10","Mindist+Opp",2,0,1,975,1129,0,3
"4495",4495,"Mindist+Opp","MCTS-25",0,33,0,1132,948,3,3
"2970",2970,"MCTS-50","Mindist+Opp",32,0,1,934,1135,3,2
"3472",3472,"Mindist+Opp","MCTS-10",0,60,0,1141,969,6,3
"674",674,"MCTS-10","Mindist+Opp",0,10,0,971,1139,2,7
"2332",2332,"MCTS-50","Mindist+Opp",47,0,1,930,1143,4,2
"5573",5573,"Mindist+Opp","MCTS-50",0,16,0,1144,929,1,2
"3687",3687,"Mindist+Opp","MCTS-10",0,43,0,1148,967,4,3
"4478",4478,"Mindist+Opp","MCTS-25",31,0,1,1140,956,8,8
"5439",5439,"Mindist+Opp","MCTS-50",60,0,1,1125,944,15,8
"4257",4257,"Mindist+Opp","MCTS-25",0,34,0,1128,953,3,3
"4059",4059,"Mindist+Opp","MCTS-25",0,13,0,1129,952,1,3
"5256",5256,"Mindist+Opp","MCTS-50",0,43,0,1133,940,4,3
"5171",5171,"Mindist+Opp","MCTS-50",0,37,0,1136,937,3,2
"4903",4903,"Mindist+Opp","MCTS-25",20,0,1,1131,957,5,7
"352",352,"MCTS-10","Mindist+Opp",11,0,1,966,1132,1,3
"4227",4227,"Mindist+Opp","MCTS-25",27,0,1,1125,964,7,7
"5632",5632,"Mindist+Opp","MCTS-50",0,20,0,1127,935,2,3
"3231",3231,"Mindist+Opp","MCTS-10",0,27,0,1130,963,3,3
"801",801,"MCTS-10","Mindist+Opp",19,0,1,961,1132,2,3
"2695",2695,"MCTS-50","Mindist+Opp",23,0,1,933,1134,2,2
"2859",2859,"MCTS-50","Mindist+Opp",18,0,1,932,1135,1,2
"5841",5841,"Mindist+Opp","MCTS-50",0,17,0,1136,931,1,2
"3446",3446,"Mindist+Opp","MCTS-10",0,21,0,1138,959,2,3
"1415",1415,"MCTS-25","Mindist+Opp",0,47,0,975,1127,11,7
"4300",4300,"Mindist+Opp","MCTS-25",0,2,0,1127,975,0,3
"4085",4085,"Mindist+Opp","MCTS-25",15,0,1,1123,979,4,7
"57",57,"MCTS-10","Mindist+Opp",35,0,1,956,1126,3,3
"1993",1993,"MCTS-25","Mindist+Opp",23,0,1,977,1128,2,3
"4962",4962,"Mindist+Opp","MCTS-25",9,0,1,1126,979,2,7
"2589",2589,"MCTS-50","Mindist+Opp",10,0,1,930,1127,1,2
"3449",3449,"Mindist+Opp","MCTS-10",0,30,0,1130,953,3,3
"1079",1079,"MCTS-25","Mindist+Opp",17,0,1,977,1132,2,3
"727",727,"MCTS-10","Mindist+Opp",18,0,1,951,1134,2,3
"4375",4375,"Mindist+Opp","MCTS-25",0,4,0,1134,977,0,3
"2725",2725,"MCTS-50","Mindist+Opp",13,0,1,929,1135,1,2
"2180",2180,"MCTS-50","Mindist+Opp",3,0,1,929,1135,0,2
"1485",1485,"MCTS-25","Mindist+Opp",0,10,0,979,1133,2,7
"263",263,"MCTS-10","Mindist+Opp",0,30,0,958,1126,7,7
"5069",5069,"Mindist+Opp","MCTS-50",0,46,0,1130,925,4,2
"2016",2016,"MCTS-50","Mindist+Opp",2,0,1,925,1130,0,2
"3412",3412,"Mindist+Opp","MCTS-10",0,36,0,1133,955,3,3
"4799",4799,"Mindist+Opp","MCTS-25",0,57,0,1139,973,6,3
"3213",3213,"Mindist+Opp","MCTS-10",0,2,0,1139,955,0,3
"3310",3310,"Mindist+Opp","MCTS-10",0,44,0,1143,951,4,3
"841",841,"MCTS-10","Mindist+Opp",0,13,0,954,1140,3,8
"4726",4726,"Mindist+Opp","MCTS-25",0,36,0,1143,970,3,3
"704",704,"MCTS-10","Mindist+Opp",0,60,0,969,1128,15,7
"4319",4319,"Mindist+Opp","MCTS-25",0,19,0,1130,968,2,3
"5338",5338,"Mindist+Opp","MCTS-50",0,60,0,1135,920,5,2
"4581",4581,"Mindist+Opp","MCTS-25",0,5,0,1135,968,0,3
"5556",5556,"Mindist+Opp","MCTS-50",0,25,0,1137,918,2,2
"23",23,"MCTS-10","Mindist+Opp",0,60,0,983,1123,14,7
"2621",2621,"MCTS-50","Mindist+Opp",2,0,1,918,1123,0,2
"4167",4167,"Mindist+Opp","MCTS-25",0,60,0,1129,962,6,3
"1956",1956,"MCTS-25","Mindist+Opp",3,0,1,962,1129,0,3
"5015",5015,"Mindist+Opp","MCTS-50",0,35,0,1132,915,3,2
"2736",2736,"MCTS-50","Mindist+Opp",0,15,0,919,1128,4,8
"2298",2298,"MCTS-50","Mindist+Opp",0,18,0,924,1123,5,8
"1367",1367,"MCTS-25","Mindist+Opp",0,9,0,964,1121,2,7
"3356",3356,"Mindist+Opp","MCTS-10",21,0,1,1116,988,5,7
"1329",1329,"MCTS-25","Mindist+Opp",15,0,1,963,1117,1,3
"5243",5243,"Mindist+Opp","MCTS-50",0,34,0,1120,921,3,2
"953",953,"MCTS-10","Mindist+Opp",32,0,1,985,1123,3,3
"383",383,"MCTS-10","Mindist+Opp",0,4,0,986,1122,1,7
"4741",4741,"Mindist+Opp","MCTS-25",60,0,1,1108,977,14,7
"5538",5538,"Mindist+Opp","MCTS-50",0,3,0,1108,921,0,3
"946",946,"MCTS-10","Mindist+Opp",24,0,1,983,1111,3,3
"2340",2340,"MCTS-50","Mindist+Opp",39,0,1,918,1114,3,3
"4565",4565,"Mindist+Opp","MCTS-25",0,13,0,1115,976,1,3
"3882",3882,"Mindist+Opp","MCTS-10",0,45,0,1120,978,5,3
"4219",4219,"Mindist+Opp","MCTS-25",0,2,0,1120,976,0,3
"2414",2414,"MCTS-50","Mindist+Opp",0,8,0,920,1118,2,8
"2972",2972,"MCTS-50","Mindist+Opp",0,15,0,924,1114,4,8
"3997",3997,"Mindist+Opp","MCTS-10",0,60,0,1120,972,6,3
"4629",4629,"Mindist+Opp","MCTS-25",0,33,0,1123,973,3,3
"3494",3494,"Mindist+Opp","MCTS-10",0,27,0,1126,969,3,3
"3184",3184,"Mindist+Opp","MCTS-10",0,11,0,1127,968,1,3
"396",396,"MCTS-10","Mindist+Opp",30,0,1,965,1130,3,3
"124",124,"MCTS-10","Mindist+Opp",22,0,1,963,1132,2,3
"3428",3428,"Mindist+Opp","MCTS-10",0,37,0,1135,960,3,3
"3622",3622,"Mindist+Opp","MCTS-10",0,32,0,1138,957,3,3
"4355",4355,"Mindist+Opp","MCTS-25",0,12,0,1139,972,1,3
"5217",5217,"Mindist+Opp","MCTS-50",0,10,0,1140,923,1,2
"848",848,"MCTS-10","Mindist+Opp",27,0,1,955,1142,2,3
"1003",1003,"MCTS-25","Mindist+Opp",39,0,1,968,1146,4,3
"2595",2595,"MCTS-50","Mindist+Opp",0,52,0,937,1132,14,8
"1041",1041,"MCTS-25","Mindist+Opp",12,0,1,967,1133,1,3
"1558",1558,"MCTS-25","Mindist+Opp",2,0,1,967,1133,0,3
"870",870,"MCTS-10","Mindist+Opp",36,0,1,952,1136,3,3
"3057",3057,"Mindist+Opp","MCTS-10",19,0,1,1131,957,5,7
"3489",3489,"Mindist+Opp","MCTS-10",0,60,0,1136,952,5,3
"4560",4560,"Mindist+Opp","MCTS-25",0,27,0,1138,965,2,3
"1501",1501,"MCTS-25","Mindist+Opp",25,0,1,963,1140,2,3
"3306",3306,"Mindist+Opp","MCTS-10",0,17,0,1141,951,1,3
"5024",5024,"Mindist+Opp","MCTS-50",14,0,1,1137,941,4,8
"3717",3717,"Mindist+Opp","MCTS-10",0,6,0,1138,950,1,3
"5449",5449,"Mindist+Opp","MCTS-50",0,4,0,1138,941,0,2
"5454",5454,"Mindist+Opp","MCTS-50",0,17,0,1139,940,1,2
"2785",2785,"MCTS-50","Mindist+Opp",0,43,0,951,1128,11,8
"4322",4322,"Mindist+Opp","MCTS-25",0,35,0,1131,960,3,3
"4407",4407,"Mindist+Opp","MCTS-25",0,20,0,1133,958,2,3
"5535",5535,"Mindist+Opp","MCTS-50",0,10,0,1134,950,1,3
"4492",4492,"Mindist+Opp","MCTS-25",13,0,1,1131,961,3,7
"3377",3377,"Mindist+Opp","MCTS-10",0,60,0,1136,945,5,3
"3015",3015,"Mindist+Opp","MCTS-10",0,38,0,1139,942,3,2
"1302",1302,"MCTS-25","Mindist+Opp",8,0,1,960,1140,1,3
"2504",2504,"MCTS-50","Mindist+Opp",0,21,0,955,1135,5,7
"1371",1371,"MCTS-25","Mindist+Opp",7,0,1,959,1136,1,3
"5395",5395,"Mindist+Opp","MCTS-50",0,55,0,1141,950,5,3
"1786",1786,"MCTS-25","Mindist+Opp",0,13,0,962,1138,3,7
"1803",1803,"MCTS-25","Mindist+Opp",52,0,1,957,1143,5,3
"2582",2582,"MCTS-50","Mindist+Opp",0,55,0,964,1129,14,8
"2824",2824,"MCTS-50","Mindist+Opp",0,57,0,978,1115,14,7
"1426",1426,"MCTS-25","Mindist+Opp",33,0,1,954,1118,3,3
"2067",2067,"MCTS-50","Mindist+Opp",16,0,1,976,1120,2,3
"4650",4650,"Mindist+Opp","MCTS-25",0,43,0,1124,950,4,3
"1961",1961,"MCTS-25","Mindist+Opp",0,28,0,957,1117,7,7
"4853",4853,"Mindist+Opp","MCTS-25",0,4,0,1117,957,0,3
"3344",3344,"Mindist+Opp","MCTS-10",0,17,0,1119,940,2,3
"1056",1056,"MCTS-25","Mindist+Opp",5,0,1,957,1119,0,3
"4220",4220,"Mindist+Opp","MCTS-25",0,2,0,1119,957,0,3
"606",606,"MCTS-10","Mindist+Opp",0,24,0,946,1113,6,7
"5089",5089,"Mindist+Opp","MCTS-50",0,42,0,1117,972,4,3
"4058",4058,"Mindist+Opp","MCTS-25",0,12,0,1118,956,1,3
"103",103,"MCTS-10","Mindist+Opp",57,0,1,941,1123,5,3
"4621",4621,"Mindist+Opp","MCTS-25",23,0,1,1117,962,6,7
"2703",2703,"MCTS-50","Mindist+Opp",44,0,1,968,1121,4,3
"4469",4469,"Mindist+Opp","MCTS-25",0,23,0,1123,960,2,3
"3633",3633,"Mindist+Opp","MCTS-10",0,19,0,1125,939,2,3
"3106",3106,"Mindist+Opp","MCTS-10",0,45,0,1129,935,4,3
"2573",2573,"MCTS-50","Mindist+Opp",0,12,0,971,1126,3,7
"1017",1017,"MCTS-25","Mindist+Opp",60,0,1,954,1132,6,3
"2976",2976,"MCTS-50","Mindist+Opp",0,23,0,976,1127,5,7
"177",177,"MCTS-10","Mindist+Opp",2,0,1,935,1127,0,2
"5082",5082,"Mindist+Opp","MCTS-50",0,9,0,1128,975,1,3
"165",165,"MCTS-10","Mindist+Opp",57,0,1,930,1133,5,2
"523",523,"MCTS-10","Mindist+Opp",27,0,1,928,1135,2,2
"1087",1087,"MCTS-25","Mindist+Opp",60,0,1,949,1140,5,3
"2263",2263,"MCTS-50","Mindist+Opp",18,0,1,973,1142,2,3
"3011",3011,"Mindist+Opp","MCTS-10",0,49,0,1146,924,4,2
"5009",5009,"Mindist+Opp","MCTS-50",0,17,0,1148,971,2,3
"5660",5660,"Mindist+Opp","MCTS-50",0,42,0,1152,967,4,3
"1728",1728,"MCTS-25","Mindist+Opp",12,0,1,948,1153,1,2
"399",399,"MCTS-10","Mindist+Opp",0,57,0,939,1138,15,8
"1779",1779,"MCTS-25","Mindist+Opp",0,33,0,956,1130,8,7
"3019",3019,"Mindist+Opp","MCTS-10",0,49,0,1134,935,4,2
"489",489,"MCTS-10","Mindist+Opp",15,0,1,934,1135,1,2
"4607",4607,"Mindist+Opp","MCTS-25",0,44,0,1139,952,4,3
"5242",5242,"Mindist+Opp","MCTS-50",36,0,1,1130,976,9,7
"4318",4318,"Mindist+Opp","MCTS-25",0,47,0,1134,948,4,3
"3120",3120,"Mindist+Opp","MCTS-10",31,0,1,1126,942,8,8
"5451",5451,"Mindist+Opp","MCTS-50",24,0,1,1120,982,6,7
"5294",5294,"Mindist+Opp","MCTS-50",0,4,0,1120,982,0,3
"5859",5859,"Mindist+Opp","MCTS-50",0,51,0,1125,977,5,3
"5683",5683,"Mindist+Opp","MCTS-50",0,32,0,1128,974,3,3
"3379",3379,"Mindist+Opp","MCTS-10",0,15,0,1129,941,1,3
"1672",1672,"MCTS-25","Mindist+Opp",0,34,0,956,1121,8,7
"1363",1363,"MCTS-25","Mindist+Opp",0,17,0,960,1117,4,7
"1710",1710,"MCTS-25","Mindist+Opp",0,28,0,967,1110,7,7
"5571",5571,"Mindist+Opp","MCTS-50",0,7,0,1111,973,1,3
"4091",4091,"Mindist+Opp","MCTS-25",0,60,0,1117,961,6,3
"474",474,"MCTS-10","Mindist+Opp",14,0,1,940,1118,1,3
"667",667,"MCTS-10","Mindist+Opp",39,0,1,937,1121,3,3
"2998",2998,"MCTS-50","Mindist+Opp",34,0,1,970,1124,3,3
"4123",4123,"Mindist+Opp","MCTS-25",0,16,0,1125,960,1,3
"1150",1150,"MCTS-25","Mindist+Opp",0,16,0,964,1121,4,7
"2214",2214,"MCTS-50","Mindist+Opp",31,0,1,967,1124,3,3
"2326",2326,"MCTS-50","Mindist+Opp",10,0,1,966,1125,1,3
"5018",5018,"Mindist+Opp","MCTS-50",0,12,0,1126,965,1,3
"3744",3744,"Mindist+Opp","MCTS-10",0,20,0,1128,935,2,3
"4636",4636,"Mindist+Opp","MCTS-25",0,4,0,1128,964,0,3
"5368",5368,"Mindist+Opp","MCTS-50",0,45,0,1132,961,4,3
"2025",2025,"MCTS-50","Mindist+Opp",31,0,1,958,1135,3,3
"737",737,"MCTS-10","Mindist+Opp",0,4,0,936,1134,1,8
"2840",2840,"MCTS-50","Mindist+Opp",0,54,0,971,1121,13,7
"3001",3001,"Mindist+Opp","MCTS-10",23,0,1,1115,942,6,7
"4443",4443,"Mindist+Opp","MCTS-25",0,54,0,1120,959,5,3
"5644",5644,"Mindist+Opp","MCTS-50",0,41,0,1124,967,4,3
"5255",5255,"Mindist+Opp","MCTS-50",0,18,0,1126,965,2,3
"208",208,"MCTS-10","Mindist+Opp",0,2,0,942,1126,0,7
"1294",1294,"MCTS-25","Mindist+Opp",10,0,1,958,1127,1,3
"4931",4931,"Mindist+Opp","MCTS-25",0,11,0,1128,957,1,3
"4228",4228,"Mindist+Opp","MCTS-25",0,11,0,1129,956,1,3
"5513",5513,"Mindist+Opp","MCTS-50",0,60,0,1135,959,6,3
"5805",5805,"Mindist+Opp","MCTS-50",0,17,0,1137,957,2,3
"3907",3907,"Mindist+Opp","MCTS-10",17,0,1,1133,946,4,8
"5020",5020,"Mindist+Opp","MCTS-50",8,0,1,1131,959,2,7
"2530",2530,"MCTS-50","Mindist+Opp",0,60,0,974,1116,15,7
"153",153,"MCTS-10","Mindist+Opp",0,35,0,954,1108,8,7
"2585",2585,"MCTS-50","Mindist+Opp",17,0,1,972,1110,2,3
"515",515,"MCTS-10","Mindist+Opp",0,39,0,963,1101,9,7
"3355",3355,"Mindist+Opp","MCTS-10",0,29,0,1104,960,3,3
"5475",5475,"Mindist+Opp","MCTS-50",0,42,0,1108,968,4,3
"4502",4502,"Mindist+Opp","MCTS-25",0,35,0,1111,953,3,3
"86",86,"MCTS-10","Mindist+Opp",0,52,0,972,1099,12,7
"1143",1143,"MCTS-25","Mindist+Opp",9,0,1,952,1100,1,3
"4587",4587,"Mindist+Opp","MCTS-25",0,34,0,1103,949,3,3
"4614",4614,"Mindist+Opp","MCTS-25",0,8,0,1104,948,1,3
"726",726,"MCTS-10","Mindist+Opp",0,26,0,978,1098,6,7
"962",962,"MCTS-10","Mindist+Opp",0,26,0,984,1092,6,7
"1890",1890,"MCTS-25","Mindist+Opp",2,0,1,948,1092,0,3
"4153",4153,"Mindist+Opp","MCTS-25",0,10,0,1093,947,1,3
"3871",3871,"Mindist+Opp","MCTS-10",18,0,1,1089,988,4,7
"5410",5410,"Mindist+Opp","MCTS-50",0,60,0,1096,961,7,3
"4193",4193,"Mindist+Opp","MCTS-25",0,2,0,1096,947,0,3
"886",886,"MCTS-10","Mindist+Opp",38,0,1,984,1100,4,3
"1065",1065,"MCTS-25","Mindist+Opp",18,0,1,945,1102,2,3
"1335",1335,"MCTS-25","Mindist+Opp",0,17,0,949,1098,4,7
"3036",3036,"Mindist+Opp","MCTS-10",0,23,0,1101,981,3,3
"5839",5839,"Mindist+Opp","MCTS-50",0,31,0,1104,958,3,3
"4549",4549,"Mindist+Opp","MCTS-25",0,34,0,1107,946,3,3
"5474",5474,"Mindist+Opp","MCTS-50",0,22,0,1109,956,2,3
"2130",2130,"MCTS-50","Mindist+Opp",0,18,0,960,1105,4,7
"225",225,"MCTS-10","Mindist+Opp",13,0,1,980,1106,1,3
"5878",5878,"Mindist+Opp","MCTS-50",24,0,1,1100,966,6,7
"5550",5550,"Mindist+Opp","MCTS-50",19,0,1,1096,970,4,7
"5892",5892,"Mindist+Opp","MCTS-50",0,29,0,1099,967,3,3
"2650",2650,"MCTS-50","Mindist+Opp",25,0,1,964,1102,3,3
"1951",1951,"MCTS-25","Mindist+Opp",0,59,0,960,1088,14,7
"5673",5673,"Mindist+Opp","MCTS-50",0,8,0,1089,963,1,3
"3525",3525,"Mindist+Opp","MCTS-10",0,2,0,1089,980,0,3
"5309",5309,"Mindist+Opp","MCTS-50",0,60,0,1096,956,7,3
"4465",4465,"Mindist+Opp","MCTS-25",0,60,0,1102,954,6,3
"1832",1832,"MCTS-25","Mindist+Opp",0,28,0,961,1095,7,7
"861",861,"MCTS-10","Mindist+Opp",15,0,1,978,1097,2,3
"35",35,"MCTS-10","Mindist+Opp",25,0,1,975,1100,3,3
