"","X","Strategy.1","Strategy.2","P1.Score","P2.Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"4007",4007,"Mindist+Opp","MCTS-25",41,0,1,1139,976,10,7
"2860",2860,"MCTS-50","Mindist+Opp",3,0,1,995,1139,0,3
"3983",3983,"Mindist+Opp","MCTS-10",0,14,0,1140,881,1,2
"4978",4978,"Mindist+Opp","MCTS-25",0,36,0,1143,973,3,3
"4830",4830,"Mindist+Opp","MCTS-25",0,56,0,1148,968,5,3
"2916",2916,"MCTS-50","Mindist+Opp",0,22,0,1000,1143,5,7
"5270",5270,"Mindist+Opp","MCTS-50",0,24,0,1145,998,2,3
"1607",1607,"MCTS-25","Mindist+Opp",0,19,0,973,1140,5,7
"270",270,"MCTS-10","Mindist+Opp",16,0,1,880,1141,1,2
"4701",4701,"Mindist+Opp","MCTS-25",0,60,0,1147,967,6,3
"3115",3115,"Mindist+Opp","MCTS-10",0,0,0,1147,880,0,2
"3384",3384,"Mindist+Opp","MCTS-10",0,39,0,1149,878,2,2
"4751",4751,"Mindist+Opp","MCTS-25",0,16,0,1150,966,1,3
"1250",1250,"MCTS-25","Mindist+Opp",0,23,0,972,1144,6,7
"2011",2011,"MCTS-50","Mindist+Opp",30,0,1,995,1147,3,3
"5274",5274,"Mindist+Opp","MCTS-50",47,0,1,1136,1006,11,7
"3576",3576,"Mindist+Opp","MCTS-10",0,20,0,1137,877,1,2
"5342",5342,"Mindist+Opp","MCTS-50",10,0,1,1135,1008,2,7
"3432",3432,"Mindist+Opp","MCTS-10",0,36,0,1137,875,2,2
"3838",3838,"Mindist+Opp","MCTS-10",0,19,0,1138,874,1,2
"5918",5918,"Mindist+Opp","MCTS-50",0,60,0,1144,1002,6,3
"5138",5138,"Mindist+Opp","MCTS-50",43,0,1,1134,1012,10,7
"5533",5533,"Mindist+Opp","MCTS-50",0,41,0,1139,1007,5,3
"619",619,"MCTS-10","Mindist+Opp",14,0,1,873,1140,1,2
"2758",2758,"MCTS-50","Mindist+Opp",14,0,1,1006,1141,1,3
"3404",3404,"Mindist+Opp","MCTS-10",16,0,1,1137,877,4,8
"2364",2364,"MCTS-50","Mindist+Opp",0,33,0,1013,1130,7,7
"5149",5149,"Mindist+Opp","MCTS-50",0,2,0,1130,1013,0,3
"3873",3873,"Mindist+Opp","MCTS-10",0,51,0,1133,874,3,2
"3762",3762,"Mindist+Opp","MCTS-10",0,60,0,1137,870,4,2
"2636",2636,"MCTS-50","Mindist+Opp",0,40,0,1022,1128,9,7
"4735",4735,"Mindist+Opp","MCTS-25",31,0,1,1121,979,7,7
"2753",2753,"MCTS-50","Mindist+Opp",0,5,0,1023,1120,1,6
"3092",3092,"Mindist+Opp","MCTS-10",0,25,0,1122,868,2,2
"3034",3034,"Mindist+Opp","MCTS-10",0,54,0,1125,865,3,2
"285",285,"MCTS-10","Mindist+Opp",20,0,1,864,1126,1,2
"1495",1495,"MCTS-25","Mindist+Opp",10,0,1,978,1127,1,3
"1892",1892,"MCTS-25","Mindist+Opp",0,9,0,980,1125,2,7
"4305",4305,"Mindist+Opp","MCTS-25",0,13,0,1126,979,1,3
"1758",1758,"MCTS-25","Mindist+Opp",0,28,0,986,1119,7,7
"3259",3259,"Mindist+Opp","MCTS-10",0,18,0,1120,863,1,2
"1226",1226,"MCTS-25","Mindist+Opp",2,0,1,986,1120,0,3
"742",742,"MCTS-10","Mindist+Opp",0,28,0,871,1112,8,8
"2503",2503,"MCTS-50","Mindist+Opp",22,0,1,1020,1115,3,4
"4538",4538,"Mindist+Opp","MCTS-25",0,16,0,1117,984,2,3
"5947",5947,"Mindist+Opp","MCTS-50",0,16,0,1119,1018,2,4
"2417",2417,"MCTS-50","Mindist+Opp",15,0,1,1016,1121,2,4
"3712",3712,"Mindist+Opp","MCTS-10",48,0,1,1108,884,13,8
"4524",4524,"Mindist+Opp","MCTS-25",0,53,0,1114,978,6,3
"5358",5358,"Mindist+Opp","MCTS-50",22,0,1,1109,1021,5,6
"3943",3943,"Mindist+Opp","MCTS-10",0,10,0,1110,883,1,2
"5754",5754,"Mindist+Opp","MCTS-50",60,0,1,1097,1034,13,6
"5988",5988,"Mindist+Opp","MCTS-50",60,0,1,1085,1046,12,6
"1962",1962,"MCTS-25","Mindist+Opp",2,0,1,978,1085,0,4
"762",762,"MCTS-10","Mindist+Opp",26,0,1,881,1087,2,2
"3040",3040,"Mindist+Opp","MCTS-10",0,45,0,1091,877,4,2
"3025",3025,"Mindist+Opp","MCTS-10",35,0,1,1082,886,9,8
"829",829,"MCTS-10","Mindist+Opp",12,0,1,885,1083,1,2
"579",579,"MCTS-10","Mindist+Opp",16,0,1,884,1084,1,2
"5868",5868,"Mindist+Opp","MCTS-50",0,44,0,1091,1039,7,4
"2820",2820,"MCTS-50","Mindist+Opp",4,0,1,1038,1092,1,4
"3134",3134,"Mindist+Opp","MCTS-10",0,60,0,1097,879,5,2
"4606",4606,"Mindist+Opp","MCTS-25",0,3,0,1097,978,0,3
"5491",5491,"Mindist+Opp","MCTS-50",0,4,0,1098,1037,1,4
"1136",1136,"MCTS-25","Mindist+Opp",0,29,0,984,1092,6,7
"4000",4000,"Mindist+Opp","MCTS-10",0,23,0,1094,877,2,2
"3845",3845,"Mindist+Opp","MCTS-10",0,19,0,1095,876,1,2
"222",222,"MCTS-10","Mindist+Opp",0,22,0,882,1089,6,8
"2510",2510,"MCTS-50","Mindist+Opp",37,0,1,1032,1094,5,4
"822",822,"MCTS-10","Mindist+Opp",0,31,0,890,1086,8,8
"3776",3776,"Mindist+Opp","MCTS-10",34,0,1,1077,899,9,8
"616",616,"MCTS-10","Mindist+Opp",45,0,1,895,1081,4,3
"1365",1365,"MCTS-25","Mindist+Opp",10,0,1,983,1082,1,4
"4763",4763,"Mindist+Opp","MCTS-25",0,10,0,1083,982,1,4
"3590",3590,"Mindist+Opp","MCTS-10",10,0,1,1081,897,2,7
"1275",1275,"MCTS-25","Mindist+Opp",14,0,1,980,1083,2,4
"1514",1514,"MCTS-25","Mindist+Opp",0,5,0,981,1082,1,6
"2198",2198,"MCTS-50","Mindist+Opp",15,0,1,1030,1084,2,4
"688",688,"MCTS-10","Mindist+Opp",60,0,1,892,1089,5,3
"4515",4515,"Mindist+Opp","MCTS-25",0,13,0,1091,979,2,3
"4623",4623,"Mindist+Opp","MCTS-25",0,40,0,1096,974,5,3
"4174",4174,"Mindist+Opp","MCTS-25",0,57,0,1102,968,6,3
"1928",1928,"MCTS-25","Mindist+Opp",0,21,0,973,1097,5,7
"3841",3841,"Mindist+Opp","MCTS-10",0,3,0,1097,892,0,2
"4767",4767,"Mindist+Opp","MCTS-25",0,15,0,1099,971,2,3
"843",843,"MCTS-10","Mindist+Opp",60,0,1,887,1104,5,2
"1249",1249,"MCTS-25","Mindist+Opp",3,0,1,971,1104,0,3
"5985",5985,"Mindist+Opp","MCTS-50",0,47,0,1110,1024,6,4
"707",707,"MCTS-10","Mindist+Opp",31,0,1,885,1112,2,2
"4273",4273,"Mindist+Opp","MCTS-25",0,60,0,1118,965,6,3
"3064",3064,"Mindist+Opp","MCTS-10",0,13,0,1119,884,1,2
"2911",2911,"MCTS-50","Mindist+Opp",34,0,1,1020,1123,4,4
"3794",3794,"Mindist+Opp","MCTS-10",0,16,0,1124,883,1,2
"322",322,"MCTS-10","Mindist+Opp",2,0,1,883,1124,0,2
"5964",5964,"Mindist+Opp","MCTS-50",0,60,0,1131,1013,7,4
"3340",3340,"Mindist+Opp","MCTS-10",0,40,0,1134,880,3,2
"2614",2614,"MCTS-50","Mindist+Opp",2,0,1,1013,1134,0,3
"4089",4089,"Mindist+Opp","MCTS-25",0,37,0,1137,962,3,3
"922",922,"MCTS-10","Mindist+Opp",34,0,1,878,1139,2,2
"3212",3212,"Mindist+Opp","MCTS-10",20,0,1,1134,883,5,8
"3093",3093,"Mindist+Opp","MCTS-10",0,8,0,1135,882,1,2
"5174",5174,"Mindist+Opp","MCTS-50",0,21,0,1137,1011,2,3
"2047",2047,"MCTS-50","Mindist+Opp",2,0,1,1011,1137,0,3
"4824",4824,"Mindist+Opp","MCTS-25",0,43,0,1141,958,4,3
"104",104,"MCTS-10","Mindist+Opp",7,0,1,882,1141,0,2
"2071",2071,"MCTS-50","Mindist+Opp",21,0,1,1009,1143,2,3
"1534",1534,"MCTS-25","Mindist+Opp",55,0,1,953,1148,5,3
"492",492,"MCTS-10","Mindist+Opp",18,0,1,881,1149,1,2
"4681",4681,"Mindist+Opp","MCTS-25",0,43,0,1153,949,4,2
"1915",1915,"MCTS-25","Mindist+Opp",13,0,1,948,1154,1,2
"1122",1122,"MCTS-25","Mindist+Opp",22,0,1,946,1156,2,2
"1393",1393,"MCTS-25","Mindist+Opp",25,0,1,944,1158,2,2
"2698",2698,"MCTS-50","Mindist+Opp",15,0,1,1008,1159,1,3
"2837",2837,"MCTS-50","Mindist+Opp",36,0,1,1004,1163,4,3
"2244",2244,"MCTS-50","Mindist+Opp",12,0,1,1003,1164,1,3
"402",402,"MCTS-10","Mindist+Opp",29,0,1,879,1166,2,2
"1566",1566,"MCTS-25","Mindist+Opp",0,10,0,947,1163,3,8
"267",267,"MCTS-10","Mindist+Opp",0,45,0,892,1150,13,8
"5677",5677,"Mindist+Opp","MCTS-50",0,40,0,1154,999,4,3
"2874",2874,"MCTS-50","Mindist+Opp",6,0,1,998,1155,1,3
"2954",2954,"MCTS-50","Mindist+Opp",60,0,1,992,1161,6,3
"1637",1637,"MCTS-25","Mindist+Opp",7,0,1,946,1162,1,2
"881",881,"MCTS-10","Mindist+Opp",9,0,1,891,1163,1,2
"1244",1244,"MCTS-25","Mindist+Opp",4,0,1,946,1163,0,2
"3675",3675,"Mindist+Opp","MCTS-10",0,60,0,1166,888,3,2
"5902",5902,"Mindist+Opp","MCTS-50",0,19,0,1168,990,2,3
"90",90,"MCTS-10","Mindist+Opp",0,20,0,894,1162,6,8
"4214",4214,"Mindist+Opp","MCTS-25",21,0,1,1157,951,5,8
"663",663,"MCTS-10","Mindist+Opp",42,0,1,891,1160,3,2
"5548",5548,"Mindist+Opp","MCTS-50",16,0,1,1156,994,4,7
"768",768,"MCTS-10","Mindist+Opp",2,0,1,891,1156,0,2
"127",127,"MCTS-10","Mindist+Opp",4,0,1,891,1156,0,2
"2724",2724,"MCTS-50","Mindist+Opp",39,0,1,990,1160,4,3
"2944",2944,"MCTS-50","Mindist+Opp",49,0,1,986,1164,4,3
"287",287,"MCTS-10","Mindist+Opp",40,0,1,889,1166,2,2
"2605",2605,"MCTS-50","Mindist+Opp",0,22,0,991,1161,5,7
"3452",3452,"Mindist+Opp","MCTS-10",0,16,0,1162,888,1,2
"978",978,"MCTS-10","Mindist+Opp",37,0,1,886,1164,2,2
"2723",2723,"MCTS-50","Mindist+Opp",17,0,1,989,1166,2,3
"4336",4336,"Mindist+Opp","MCTS-25",0,31,0,1168,949,2,2
"4805",4805,"Mindist+Opp","MCTS-25",0,25,0,1170,947,2,2
"5798",5798,"Mindist+Opp","MCTS-50",60,0,1,1155,1004,15,7
"2381",2381,"MCTS-50","Mindist+Opp",11,0,1,1003,1156,1,3
"2917",2917,"MCTS-50","Mindist+Opp",25,0,1,1001,1158,2,3
"1979",1979,"MCTS-25","Mindist+Opp",0,19,0,952,1153,5,8
"2568",2568,"MCTS-50","Mindist+Opp",50,0,1,996,1158,5,3
"4753",4753,"Mindist+Opp","MCTS-25",0,8,0,1159,951,1,2
"5580",5580,"Mindist+Opp","MCTS-50",0,34,0,1162,993,3,3
"5362",5362,"Mindist+Opp","MCTS-50",3,0,1,1161,994,1,7
"3031",3031,"Mindist+Opp","MCTS-10",0,33,0,1163,884,2,2
"1093",1093,"MCTS-25","Mindist+Opp",4,0,1,951,1163,0,2
"4738",4738,"Mindist+Opp","MCTS-25",0,7,0,1164,950,1,2
"614",614,"MCTS-10","Mindist+Opp",28,0,1,882,1166,2,2
"392",392,"MCTS-10","Mindist+Opp",3,0,1,882,1166,0,2
"73",73,"MCTS-10","Mindist+Opp",18,0,1,881,1167,1,2
"5983",5983,"Mindist+Opp","MCTS-50",0,14,0,1168,993,1,3
"2334",2334,"MCTS-50","Mindist+Opp",39,0,1,990,1171,3,3
"2024",2024,"MCTS-50","Mindist+Opp",31,0,1,987,1174,3,3
"4827",4827,"Mindist+Opp","MCTS-25",0,47,0,1177,947,3,2
"5334",5334,"Mindist+Opp","MCTS-50",0,45,0,1181,983,4,3
"2314",2314,"MCTS-50","Mindist+Opp",3,0,1,983,1181,0,2
"421",421,"MCTS-10","Mindist+Opp",60,0,1,878,1184,3,2
"2255",2255,"MCTS-50","Mindist+Opp",43,0,1,980,1187,3,2
"139",139,"MCTS-10","Mindist+Opp",24,0,1,877,1188,1,1
"4112",4112,"Mindist+Opp","MCTS-25",26,0,1,1181,954,7,8
"4972",4972,"Mindist+Opp","MCTS-25",0,18,0,1182,953,1,2
"358",358,"MCTS-10","Mindist+Opp",3,0,1,877,1182,0,1
"5088",5088,"Mindist+Opp","MCTS-50",25,0,1,1176,986,6,8
"2261",2261,"MCTS-50","Mindist+Opp",60,0,1,981,1181,5,3
"3634",3634,"Mindist+Opp","MCTS-10",0,20,0,1182,876,1,1
"2694",2694,"MCTS-50","Mindist+Opp",0,18,0,986,1177,5,8
"5426",5426,"Mindist+Opp","MCTS-50",0,11,0,1178,985,1,2
"1768",1768,"MCTS-25","Mindist+Opp",43,0,1,950,1181,3,2
"4354",4354,"Mindist+Opp","MCTS-25",0,31,0,1183,948,2,2
"2250",2250,"MCTS-50","Mindist+Opp",34,0,1,982,1186,3,2
"5484",5484,"Mindist+Opp","MCTS-50",0,4,0,1186,982,0,2
"149",149,"MCTS-10","Mindist+Opp",60,0,1,873,1189,3,1
"1947",1947,"MCTS-25","Mindist+Opp",40,0,1,945,1192,3,2
"2908",2908,"MCTS-50","Mindist+Opp",28,0,1,980,1194,2,2
"499",499,"MCTS-10","Mindist+Opp",25,0,1,872,1195,1,1
"4005",4005,"Mindist+Opp","MCTS-25",0,43,0,1198,942,3,2
"1478",1478,"MCTS-25","Mindist+Opp",13,0,1,941,1199,1,2
"3647",3647,"Mindist+Opp","MCTS-10",0,24,0,1200,871,1,1
"2735",2735,"MCTS-50","Mindist+Opp",24,0,1,978,1202,2,2
"3640",3640,"Mindist+Opp","MCTS-10",0,16,0,1203,870,1,1
"3204",3204,"Mindist+Opp","MCTS-10",19,0,1,1197,876,6,9
"3118",3118,"Mindist+Opp","MCTS-10",23,0,1,1190,883,7,9
"3601",3601,"Mindist+Opp","MCTS-10",20,0,1,1184,889,6,9
"4370",4370,"Mindist+Opp","MCTS-25",36,0,1,1174,951,10,8
"5609",5609,"Mindist+Opp","MCTS-50",0,60,0,1179,973,5,2
"2830",2830,"MCTS-50","Mindist+Opp",0,17,0,977,1175,4,8
"4923",4923,"Mindist+Opp","MCTS-25",0,39,0,1178,948,3,2
"1159",1159,"MCTS-25","Mindist+Opp",43,0,1,945,1181,3,2
"3336",3336,"Mindist+Opp","MCTS-10",0,49,0,1184,886,3,2
"3625",3625,"Mindist+Opp","MCTS-10",15,0,1,1180,890,4,8
"3279",3279,"Mindist+Opp","MCTS-10",0,46,0,1182,888,2,2
"2083",2083,"MCTS-50","Mindist+Opp",0,23,0,983,1176,6,8
"335",335,"MCTS-10","Mindist+Opp",0,57,0,904,1160,16,8
"4236",4236,"Mindist+Opp","MCTS-25",0,15,0,1161,944,1,2
"5390",5390,"Mindist+Opp","MCTS-50",0,25,0,1163,981,2,3
"1616",1616,"MCTS-25","Mindist+Opp",0,60,0,960,1147,16,8
"2107",2107,"MCTS-50","Mindist+Opp",60,0,1,975,1153,6,3
"3235",3235,"Mindist+Opp","MCTS-10",21,0,1,1147,910,6,8
"1862",1862,"MCTS-25","Mindist+Opp",10,0,1,959,1148,1,3
"1763",1763,"MCTS-25","Mindist+Opp",0,10,0,961,1146,2,7
"1467",1467,"MCTS-25","Mindist+Opp",14,0,1,960,1147,1,3
"184",184,"MCTS-10","Mindist+Opp",20,0,1,909,1148,1,2
"4183",4183,"Mindist+Opp","MCTS-25",0,14,0,1149,959,1,3
"3829",3829,"Mindist+Opp","MCTS-10",26,0,1,1142,916,7,8
"2306",2306,"MCTS-50","Mindist+Opp",42,0,1,971,1146,4,3
"3774",3774,"Mindist+Opp","MCTS-10",0,39,0,1149,913,3,2
"2442",2442,"MCTS-50","Mindist+Opp",0,4,0,972,1148,1,7
"1063",1063,"MCTS-25","Mindist+Opp",0,57,0,973,1134,14,7
"3840",3840,"Mindist+Opp","MCTS-10",0,57,0,1138,909,4,2
"2258",2258,"MCTS-50","Mindist+Opp",0,12,0,975,1135,3,7
"4268",4268,"Mindist+Opp","MCTS-25",0,52,0,1140,968,5,3
"587",587,"MCTS-10","Mindist+Opp",14,0,1,908,1141,1,2
"1052",1052,"MCTS-25","Mindist+Opp",0,43,0,978,1131,10,7
"4573",4573,"Mindist+Opp","MCTS-25",0,12,0,1132,977,1,3
"1926",1926,"MCTS-25","Mindist+Opp",27,0,1,974,1135,3,3
"275",275,"MCTS-10","Mindist+Opp",43,0,1,905,1138,3,2
"5386",5386,"Mindist+Opp","MCTS-50",23,0,1,1132,981,6,7
"4507",4507,"Mindist+Opp","MCTS-25",0,12,0,1133,973,1,3
"3783",3783,"Mindist+Opp","MCTS-10",0,8,0,1134,904,1,2
"2810",2810,"MCTS-50","Mindist+Opp",42,0,1,977,1138,4,3
"2699",2699,"MCTS-50","Mindist+Opp",0,21,0,982,1133,5,7
"3685",3685,"Mindist+Opp","MCTS-10",0,2,0,1133,904,0,2
"2543",2543,"MCTS-50","Mindist+Opp",15,0,1,981,1134,1,3
"5096",5096,"Mindist+Opp","MCTS-50",0,23,0,1136,979,2,3
"2926",2926,"MCTS-50","Mindist+Opp",10,0,1,978,1137,1,3
"4292",4292,"Mindist+Opp","MCTS-25",0,3,0,1137,973,0,3
"451",451,"MCTS-10","Mindist+Opp",60,0,1,900,1141,4,2
"4963",4963,"Mindist+Opp","MCTS-25",0,2,0,1141,973,0,3
"3096",3096,"Mindist+Opp","MCTS-10",50,0,1,1128,913,13,8
"5560",5560,"Mindist+Opp","MCTS-50",0,18,0,1130,976,2,3
"274",274,"MCTS-10","Mindist+Opp",0,57,0,928,1115,15,8
"1376",1376,"MCTS-25","Mindist+Opp",0,38,0,982,1106,9,7
"1128",1128,"MCTS-25","Mindist+Opp",4,0,1,982,1106,0,3
"2511",2511,"MCTS-50","Mindist+Opp",0,27,0,982,1100,6,7
"4168",4168,"Mindist+Opp","MCTS-25",0,7,0,1101,981,1,3
"620",620,"MCTS-10","Mindist+Opp",2,0,1,928,1101,0,3
"1864",1864,"MCTS-25","Mindist+Opp",18,0,1,979,1103,2,3
"1142",1142,"MCTS-25","Mindist+Opp",18,0,1,977,1105,2,3
"5857",5857,"Mindist+Opp","MCTS-50",0,23,0,1108,979,3,3
"1202",1202,"MCTS-25","Mindist+Opp",0,20,0,982,1103,5,7
"1933",1933,"MCTS-25","Mindist+Opp",31,0,1,979,1106,3,3
"4773",4773,"Mindist+Opp","MCTS-25",0,9,0,1107,978,1,3
"1754",1754,"MCTS-25","Mindist+Opp",0,7,0,980,1105,2,7
"1649",1649,"MCTS-25","Mindist+Opp",3,0,1,980,1105,0,3
"4632",4632,"Mindist+Opp","MCTS-25",0,22,0,1107,978,2,3
"5113",5113,"Mindist+Opp","MCTS-50",0,6,0,1108,978,1,3
"5591",5591,"Mindist+Opp","MCTS-50",19,0,1,1104,982,4,7
"2646",2646,"MCTS-50","Mindist+Opp",9,0,1,981,1105,1,3
"4518",4518,"Mindist+Opp","MCTS-25",0,3,0,1105,978,0,3
"5741",5741,"Mindist+Opp","MCTS-50",0,56,0,1111,975,6,3
"2213",2213,"MCTS-50","Mindist+Opp",2,0,1,975,1111,0,3
"2554",2554,"MCTS-50","Mindist+Opp",0,10,0,977,1109,2,7
"1717",1717,"MCTS-25","Mindist+Opp",33,0,1,974,1113,4,3
"3810",3810,"Mindist+Opp","MCTS-10",0,38,0,1116,925,3,3
"5316",5316,"Mindist+Opp","MCTS-50",0,2,0,1116,977,0,3
"5971",5971,"Mindist+Opp","MCTS-50",0,40,0,1120,973,4,3
"5044",5044,"Mindist+Opp","MCTS-50",22,0,1,1115,978,5,7
"3552",3552,"Mindist+Opp","MCTS-10",0,11,0,1116,924,1,3
"4658",4658,"Mindist+Opp","MCTS-25",0,18,0,1118,972,2,3
"3051",3051,"Mindist+Opp","MCTS-10",0,37,0,1121,921,3,2
"2057",2057,"MCTS-50","Mindist+Opp",8,0,1,977,1122,1,3
"5951",5951,"Mindist+Opp","MCTS-50",0,6,0,1123,976,1,3
"2045",2045,"MCTS-50","Mindist+Opp",4,0,1,976,1123,0,3
"3805",3805,"Mindist+Opp","MCTS-10",0,5,0,1123,921,0,2
"4343",4343,"Mindist+Opp","MCTS-25",13,0,1,1120,975,3,7
"5490",5490,"Mindist+Opp","MCTS-50",0,16,0,1122,974,2,3
"2137",2137,"MCTS-50","Mindist+Opp",0,17,0,978,1118,4,7
"4586",4586,"Mindist+Opp","MCTS-25",0,0,0,1118,975,0,3
"5176",5176,"Mindist+Opp","MCTS-50",0,11,0,1119,977,1,3
"4302",4302,"Mindist+Opp","MCTS-25",0,15,0,1121,973,2,3
"3478",3478,"Mindist+Opp","MCTS-10",20,0,1,1116,926,5,8
"3258",3258,"Mindist+Opp","MCTS-10",0,33,0,1119,923,3,3
"5694",5694,"Mindist+Opp","MCTS-50",0,60,0,1125,971,6,3
"2129",2129,"MCTS-50","Mindist+Opp",5,0,1,971,1125,0,3
"1688",1688,"MCTS-25","Mindist+Opp",0,49,0,985,1113,12,7
"5418",5418,"Mindist+Opp","MCTS-50",0,13,0,1114,970,1,3
"1436",1436,"MCTS-25","Mindist+Opp",0,28,0,991,1108,6,7
"830",830,"MCTS-10","Mindist+Opp",24,0,1,921,1110,2,3
"3965",3965,"Mindist+Opp","MCTS-10",24,0,1,1104,927,6,7
"1986",1986,"MCTS-25","Mindist+Opp",25,0,1,988,1107,3,3
"5590",5590,"Mindist+Opp","MCTS-50",0,28,0,1110,967,3,3
"5086",5086,"Mindist+Opp","MCTS-50",0,18,0,1112,965,2,3
"2276",2276,"MCTS-50","Mindist+Opp",24,0,1,963,1114,2,3
"4672",4672,"Mindist+Opp","MCTS-25",0,38,0,1118,984,4,3
"2717",2717,"MCTS-50","Mindist+Opp",22,0,1,961,1120,2,3
"481",481,"MCTS-10","Mindist+Opp",7,0,1,926,1121,1,2
"2591",2591,"MCTS-50","Mindist+Opp",0,53,0,974,1108,13,7
"12",12,"MCTS-10","Mindist+Opp",43,0,1,922,1112,4,3
"4602",4602,"Mindist+Opp","MCTS-25",0,0,0,1112,984,0,3
"5589",5589,"Mindist+Opp","MCTS-50",0,60,0,1118,968,6,3
"626",626,"MCTS-10","Mindist+Opp",0,31,0,930,1110,8,8
"1286",1286,"MCTS-25","Mindist+Opp",32,0,1,981,1113,3,3
"290",290,"MCTS-10","Mindist+Opp",41,0,1,926,1117,4,3
"1945",1945,"MCTS-25","Mindist+Opp",50,0,1,976,1122,5,3
"1431",1431,"MCTS-25","Mindist+Opp",0,41,0,986,1112,10,7
"4856",4856,"Mindist+Opp","MCTS-25",0,48,0,1117,981,5,3
"4791",4791,"Mindist+Opp","MCTS-25",0,8,0,1118,980,1,3
"2411",2411,"MCTS-50","Mindist+Opp",0,27,0,974,1112,6,7
"5639",5639,"Mindist+Opp","MCTS-50",0,60,0,1118,968,6,3
"814",814,"MCTS-10","Mindist+Opp",0,26,0,933,1111,7,8
"3140",3140,"Mindist+Opp","MCTS-10",28,0,1,1104,940,7,7
"3142",3142,"Mindist+Opp","MCTS-10",25,0,1,1098,946,6,7
"5770",5770,"Mindist+Opp","MCTS-50",29,0,1,1091,975,7,7
"432",432,"MCTS-10","Mindist+Opp",25,0,1,943,1094,3,3
"4248",4248,"Mindist+Opp","MCTS-25",0,16,0,1096,978,2,3
"2870",2870,"MCTS-50","Mindist+Opp",0,44,0,985,1086,10,7
"3933",3933,"Mindist+Opp","MCTS-10",34,0,1,1078,951,8,7
"4656",4656,"Mindist+Opp","MCTS-25",0,2,0,1078,978,0,4
"498",498,"MCTS-10","Mindist+Opp",46,0,1,946,1083,5,3
"1229",1229,"MCTS-25","Mindist+Opp",7,0,1,977,1084,1,4
"4288",4288,"Mindist+Opp","MCTS-25",60,0,1,1071,990,13,6
"436",436,"MCTS-10","Mindist+Opp",0,60,0,959,1058,13,7
"2072",2072,"MCTS-50","Mindist+Opp",24,0,1,982,1061,3,4
"3614",3614,"Mindist+Opp","MCTS-10",10,0,1,1059,961,2,6
"3546",3546,"Mindist+Opp","MCTS-10",19,0,1,1055,965,4,6
"5994",5994,"Mindist+Opp","MCTS-50",0,43,0,1061,976,6,4
"3256",3256,"Mindist+Opp","MCTS-10",0,16,0,1063,963,2,4
"5611",5611,"Mindist+Opp","MCTS-50",24,0,1,1058,981,5,6
"4905",4905,"Mindist+Opp","MCTS-25",24,0,1,1053,995,5,6
"1735",1735,"MCTS-25","Mindist+Opp",10,0,1,994,1054,1,4
"88",88,"MCTS-10","Mindist+Opp",13,0,1,961,1056,2,4
"1163",1163,"MCTS-25","Mindist+Opp",4,0,1,993,1057,1,4
"5376",5376,"Mindist+Opp","MCTS-50",0,13,0,1059,979,2,4
"1089",1089,"MCTS-25","Mindist+Opp",40,0,1,988,1064,5,4
"3335",3335,"Mindist+Opp","MCTS-10",0,14,0,1066,959,2,4
"5737",5737,"Mindist+Opp","MCTS-50",16,0,1,1063,982,3,6
"5129",5129,"Mindist+Opp","MCTS-50",0,39,0,1068,977,5,4
"74",74,"MCTS-10","Mindist+Opp",26,0,1,956,1071,3,3
"1358",1358,"MCTS-25","Mindist+Opp",45,0,1,982,1077,6,4
"5627",5627,"Mindist+Opp","MCTS-50",0,47,0,1083,971,6,4
"2033",2033,"MCTS-50","Mindist+Opp",17,0,1,969,1085,2,3
"5486",5486,"Mindist+Opp","MCTS-50",0,27,0,1088,966,3,3
"1641",1641,"MCTS-25","Mindist+Opp",0,17,0,986,1084,4,6
"4754",4754,"Mindist+Opp","MCTS-25",0,40,0,1089,981,5,4
"4041",4041,"Mindist+Opp","MCTS-25",0,42,0,1094,976,5,3
"738",738,"MCTS-10","Mindist+Opp",34,0,1,952,1098,4,3
"5833",5833,"Mindist+Opp","MCTS-50",22,0,1,1093,971,5,7
"310",310,"MCTS-10","Mindist+Opp",10,0,1,951,1094,1,3
"5349",5349,"Mindist+Opp","MCTS-50",0,24,0,1097,968,3,3
"5336",5336,"Mindist+Opp","MCTS-50",0,18,0,1099,966,2,3
"1602",1602,"MCTS-25","Mindist+Opp",51,0,1,970,1105,6,3
"3880",3880,"Mindist+Opp","MCTS-10",0,20,0,1107,949,2,3
"2170",2170,"MCTS-50","Mindist+Opp",3,0,1,966,1107,0,3
"5106",5106,"Mindist+Opp","MCTS-50",0,60,0,1113,960,6,3
"3024",3024,"Mindist+Opp","MCTS-10",0,26,0,1115,947,2,3
"3378",3378,"Mindist+Opp","MCTS-10",23,0,1,1109,953,6,7
"2847",2847,"MCTS-50","Mindist+Opp",34,0,1,957,1112,3,3
"511",511,"MCTS-10","Mindist+Opp",40,0,1,949,1116,4,3
"22",22,"MCTS-10","Mindist+Opp",0,50,0,961,1104,12,7
"2691",2691,"MCTS-50","Mindist+Opp",37,0,1,953,1108,4,3
"888",888,"MCTS-10","Mindist+Opp",0,28,0,968,1101,7,7
"1293",1293,"MCTS-25","Mindist+Opp",3,0,1,970,1101,0,3
"1316",1316,"MCTS-25","Mindist+Opp",56,0,1,964,1107,6,3
"3114",3114,"Mindist+Opp","MCTS-10",0,39,0,1111,964,4,3
